,nature,type,id,description,cwe_counts,cwe_id
61,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,6,20
62,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,6,20
63,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,6,20
64,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,6,20
65,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,6,20
66,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,6,20
67,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,6,20
68,Self,class,20,,6,20
0,ChildOf,pillar,707,Improper Neutralization,7,20
1,ParentOf,base,179,Incorrect Behavior Order: Early Validation,7,20
2,ParentOf,variant,622,Improper Validation of Function Hook Arguments,7,20
3,ParentOf,base,1173,Improper Use of Validation Framework,7,20
4,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,7,20
5,ParentOf,base,1285,"Improper Validation of Specified Index, Position, or Offset in Input",7,20
6,ParentOf,base,1286,Improper Validation of Syntactic Correctness of Input,7,20
7,ParentOf,base,1287,Improper Validation of Specified Type of Input,7,20
8,ParentOf,base,1288,Improper Validation of Consistency within Input,7,20
9,ParentOf,base,1289,Improper Validation of Unsafe Equivalence in Input,7,20
10,PeerOf,class,345,Insufficient Verification of Data Authenticity,7,20
11,CanPrecede,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),7,20
12,CanPrecede,base,41,Improper Resolution of Path Equivalence,7,20
13,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),7,20
14,CanPrecede,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,7,20
15,CanPrecede,base,770,Allocation of Resources Without Limits or Throttling,7,20
16,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,7,20
17,ParentOf,variant,129,Improper Validation of Array Index,7,20
18,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,7,20
19,MemberOf,category,1019,Validate Inputs,7,20
20,ParentOf,base,15,External Control of System or Configuration Setting,7,20
21,ParentOf,base,73,External Control of File Name or Path,7,20
22,ParentOf,variant,102,Struts: Duplicate Validation Forms,7,20
23,ParentOf,variant,103,Struts: Incomplete validate() Method Definition,7,20
24,ParentOf,variant,104,Struts: Form Bean Does Not Extend Validation Class,7,20
25,ParentOf,variant,105,Struts: Form Field Without Validator,7,20
26,ParentOf,variant,106,Struts: Plug-in Framework not in Use,7,20
27,ParentOf,variant,107,Struts: Unused Validation Form,7,20
28,ParentOf,variant,108,Struts: Unvalidated Action Form,7,20
29,ParentOf,variant,109,Struts: Validator Turned Off,7,20
30,ParentOf,variant,110,Struts: Validator Without Form Field,7,20
31,ParentOf,variant,111,Direct Use of Unsafe JNI,7,20
32,ParentOf,base,112,Missing XML Validation,7,20
33,ParentOf,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),7,20
34,ParentOf,class,114,Process Control,7,20
35,ParentOf,base,117,Improper Output Neutralization for Logs,7,20
36,ParentOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,7,20
37,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),7,20
38,ParentOf,base,134,Use of Externally-Controlled Format String,7,20
39,ParentOf,base,170,Improper Null Termination,7,20
40,ParentOf,base,190,Integer Overflow or Wraparound,7,20
41,ParentOf,base,466,Return of Pointer Value Outside of Expected Range,7,20
42,ParentOf,base,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),7,20
43,ParentOf,variant,785,Use of Path Manipulation Function without Maximum-sized Buffer,7,20
44,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,7,20
45,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,7,20
46,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),7,20
47,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),7,20
48,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),7,20
49,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),7,20
50,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,7,20
51,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),7,20
52,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),7,20
53,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),7,20
54,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,7,20
55,MemberOf,category,1005,7PK - Input Validation and Representation,7,20
56,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),7,20
57,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,7,20
58,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,7,20
59,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,7,20
60,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,7,20
61,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,7,20
62,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,7,20
63,MemberOf,category,1406,Comprehensive Categorization: Improper Input Validation,7,20
64,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,7,20
65,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,7,20
66,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,7,20
67,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,7,20
68,Self,class,20,,7,20
0,ChildOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),7,78
1,CanFollow,base,184,Incomplete List of Disallowed Inputs,7,78
2,MemberOf,category,137,Data Neutralization Issues,7,78
3,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),7,78
4,MemberOf,category,1019,Validate Inputs,7,78
5,ChildOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),7,78
6,ChildOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),7,78
7,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,7,78
8,MemberOf,category,714,OWASP Top Ten 2007 Category A3 - Malicious File Execution,7,78
9,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,7,78
10,MemberOf,category,741,CERT C Secure Coding Standard (2008) Chapter 8 - Characters and Strings (STR),7,78
11,MemberOf,category,744,CERT C Secure Coding Standard (2008) Chapter 11 - Environment (ENV),7,78
12,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,7,78
13,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,7,78
14,MemberOf,category,810,OWASP Top Ten 2010 Category A1 - Injection,7,78
15,MemberOf,category,845,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 2 - Input Validation and Data Sanitization (IDS),7,78
16,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,7,78
17,MemberOf,category,875,CERT C++ Secure Coding Section 07 - Characters and Strings (STR),7,78
18,MemberOf,category,878,CERT C++ Secure Coding Section 10 - Environment (ENV),7,78
19,MemberOf,view,884,CWE Cross-section,7,78
20,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,7,78
21,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,7,78
22,MemberOf,category,1027,OWASP Top Ten 2017 Category A1 - Injection,7,78
23,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,7,78
24,MemberOf,category,1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),7,78
25,MemberOf,category,1165,SEI CERT C Coding Standard - Guidelines 10. Environment (ENV),7,78
26,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,7,78
27,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,7,78
28,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,7,78
29,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,7,78
30,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,7,78
31,MemberOf,category,1409,Comprehensive Categorization: Injection,7,78
32,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,7,78
33,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,7,78
34,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,7,78
35,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,7,78
36,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,7,78
37,Self,base,78,,7,78
0,ChildOf,class,441,Unintended Proxy or Intermediary ('Confused Deputy'),1,918
1,MemberOf,category,417,Communication Channel Errors,1,918
2,ChildOf,class,610,Externally Controlled Reference to a Resource in Another Sphere,1,918
3,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,1,918
4,MemberOf,category,1356,OWASP Top Ten 2021 Category A10:2021 - Server-Side Request Forgery (SSRF),1,918
5,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,1,918
6,MemberOf,category,1396,Comprehensive Categorization: Access Control,1,918
7,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,1,918
8,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,1,918
9,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,1,918
10,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,1,918
11,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,1,918
12,Self,base,918,,1,918
0,ChildOf,class,684,Incorrect Provision of Specified Functionality,2,392
1,ChildOf,class,755,Improper Handling of Exceptional Conditions,2,392
2,PeerOf,base,1429,Missing Security-Relevant Feedback for Unexecuted Operations in Hardware Interface,2,392
3,MemberOf,category,389,"Error Conditions, Return Values, Status Codes",2,392
4,MemberOf,category,1012,Cross Cutting,2,392
5,ChildOf,pillar,703,Improper Check or Handling of Exceptional Conditions,2,392
6,ChildOf,pillar,703,Improper Check or Handling of Exceptional Conditions,2,392
7,MemberOf,category,855,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 12 - Thread Pools (TPS),2,392
8,MemberOf,view,884,CWE Cross-section,2,392
9,MemberOf,category,961,SFP Secondary Cluster: Incorrect Exception Behavior,2,392
10,MemberOf,category,1145,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 11. Thread Pools (TPS),2,392
11,MemberOf,category,1412,Comprehensive Categorization: Poor Coding Practices,2,392
12,Self,base,392,,2,392
0,ChildOf,class,657,Violation of Secure Design Principles,2,1395
1,ChildOf,class,1357,Reliance on Insufficiently Trustworthy Component,2,1395
2,MemberOf,category,1418,Comprehensive Categorization: Violation of Secure Design Principles,2,1395
3,MemberOf,category,1438,OWASP Top Ten 2025 Category A03:2025 - Software Supply Chain Failures,2,1395
4,Self,class,1395,,2,1395
0,ChildOf,pillar,707,Improper Neutralization,8,74
1,ParentOf,class,75,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),8,74
2,ParentOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),8,74
3,ParentOf,base,79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),8,74
4,ParentOf,base,91,XML Injection (aka Blind XPath Injection),8,74
5,ParentOf,base,93,Improper Neutralization of CRLF Sequences ('CRLF Injection'),8,74
6,ParentOf,base,94,Improper Control of Generation of Code ('Code Injection'),8,74
7,ParentOf,class,99,Improper Control of Resource Identifiers ('Resource Injection'),8,74
8,ParentOf,class,943,Improper Neutralization of Special Elements in Data Query Logic,8,74
9,ParentOf,base,1236,Improper Neutralization of Formula Elements in a CSV File,8,74
10,CanFollow,class,20,Improper Input Validation,8,74
11,CanFollow,class,116,Improper Encoding or Escaping of Output,8,74
12,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,8,74
13,ParentOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),8,74
14,ParentOf,base,78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),8,74
15,ParentOf,base,79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),8,74
16,ParentOf,base,88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),8,74
17,ParentOf,base,89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),8,74
18,ParentOf,base,91,XML Injection (aka Blind XPath Injection),8,74
19,ParentOf,base,94,Improper Control of Generation of Code ('Code Injection'),8,74
20,ParentOf,base,917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),8,74
21,ParentOf,base,1236,Improper Neutralization of Formula Elements in a CSV File,8,74
22,MemberOf,category,1019,Validate Inputs,8,74
23,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,8,74
24,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,8,74
25,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,8,74
26,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,8,74
27,MemberOf,category,1409,Comprehensive Categorization: Injection,8,74
28,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,8,74
29,Self,class,74,,8,74
0,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,17,502
1,PeerOf,base,915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,17,502
2,MemberOf,category,399,Resource Management Errors,17,502
3,ChildOf,class,913,Improper Control of Dynamically-Managed Code Resources,17,502
4,MemberOf,category,1019,Validate Inputs,17,502
5,MemberOf,category,858,The CERT Oracle Secure Coding Standard for Java (2011) Chapter 15 - Serialization (SER),17,502
6,MemberOf,view,884,CWE Cross-section,17,502
7,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,17,502
8,MemberOf,category,1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,17,502
9,MemberOf,category,1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),17,502
10,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,17,502
11,MemberOf,category,1308,CISQ Quality Measures - Security,17,502
12,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,17,502
13,MemberOf,view,1340,CISQ Data Protection Measures,17,502
14,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,17,502
15,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,17,502
16,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,17,502
17,MemberOf,category,1415,Comprehensive Categorization: Resource Control,17,502
18,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,17,502
19,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,17,502
20,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,17,502
21,MemberOf,category,1443,OWASP Top Ten 2025 Category A08:2025 - Software or Data Integrity Failures,17,502
22,MemberOf,category,1447,General Software Weaknesses that Appear in Products that Use or Support AI/ML Technology,17,502
23,Self,base,502,,17,502
0,ChildOf,pillar,693,Protection Mechanism Failure,3,345
1,ParentOf,class,346,Origin Validation Error,3,345
2,ParentOf,base,347,Improper Verification of Cryptographic Signature,3,345
3,ParentOf,base,348,Use of Less Trusted Source,3,345
4,ParentOf,base,349,Acceptance of Extraneous Untrusted Data With Trusted Data,3,345
5,ParentOf,base,351,Insufficient Type Distinction,3,345
6,ParentOf,composite,352,Cross-Site Request Forgery (CSRF),3,345
7,ParentOf,base,353,Missing Support for Integrity Check,3,345
8,ParentOf,base,354,Improper Validation of Integrity Check Value,3,345
9,ParentOf,base,360,Trust of System Event Data,3,345
10,ParentOf,base,494,Download of Code Without Integrity Check,3,345
11,ParentOf,variant,616,Incomplete Identification of Uploaded File Variables (PHP),3,345
12,ParentOf,variant,646,Reliance on File Name or Extension of Externally-Supplied File,3,345
13,ParentOf,base,649,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,3,345
14,ParentOf,base,924,Improper Enforcement of Message Integrity During Transmission in a Communication Channel,3,345
15,ParentOf,base,1293,Missing Source Correlation of Multiple Independent Data,3,345
16,PeerOf,class,20,Improper Input Validation,3,345
17,PeerOf,base,1304,Improperly Preserved Integrity of Hardware Configuration State During a Power Save/Restore Operation,3,345
18,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,3,345
19,ParentOf,class,346,Origin Validation Error,3,345
20,ParentOf,base,347,Improper Verification of Cryptographic Signature,3,345
21,ParentOf,composite,352,Cross-Site Request Forgery (CSRF),3,345
22,ParentOf,base,354,Improper Validation of Integrity Check Value,3,345
23,ParentOf,base,924,Improper Enforcement of Message Integrity During Transmission in a Communication Channel,3,345
24,MemberOf,category,1014,Identify Actors,3,345
25,MemberOf,category,724,OWASP Top Ten 2004 Category A3 - Broken Authentication and Session Management,3,345
26,MemberOf,category,949,SFP Secondary Cluster: Faulty Endpoint Authentication,3,345
27,MemberOf,category,1354,OWASP Top Ten 2021 Category A08:2021 - Software and Data Integrity Failures,3,345
28,MemberOf,category,1411,Comprehensive Categorization: Insufficient Verification of Data Authenticity,3,345
29,MemberOf,category,1443,OWASP Top Ten 2025 Category A08:2025 - Software or Data Integrity Failures,3,345
30,Self,class,345,,3,345
0,ChildOf,class,668,Exposure of Resource to Wrong Sphere,2,200
1,ParentOf,base,201,Insertion of Sensitive Information Into Sent Data,2,200
2,ParentOf,base,203,Observable Discrepancy,2,200
3,ParentOf,base,209,Generation of Error Message Containing Sensitive Information,2,200
4,ParentOf,base,213,Exposure of Sensitive Information Due to Incompatible Policies,2,200
5,ParentOf,base,215,Insertion of Sensitive Information Into Debugging Code,2,200
6,ParentOf,base,359,Exposure of Private Personal Information to an Unauthorized Actor,2,200
7,ParentOf,base,497,Exposure of Sensitive System Information to an Unauthorized Control Sphere,2,200
8,ParentOf,base,538,Insertion of Sensitive Information into Externally-Accessible File or Directory,2,200
9,ParentOf,base,1273,Device Unlock Credential Sharing,2,200
10,ParentOf,base,1295,Debug Messages Revealing Unnecessary Information,2,200
11,ParentOf,base,1431,Driving Intermediate Cryptographic State/Results to Hardware Module Outputs,2,200
12,CanFollow,variant,498,Cloneable Class Containing Sensitive Information,2,200
13,CanFollow,variant,499,Serializable Class Containing Sensitive Data,2,200
14,CanFollow,base,1272,Sensitive Information Uncleared Before Debug/Power State Transition,2,200
15,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,2,200
16,ParentOf,base,203,Observable Discrepancy,2,200
17,ParentOf,base,209,Generation of Error Message Containing Sensitive Information,2,200
18,ParentOf,base,532,Insertion of Sensitive Information into Log File,2,200
19,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,2,200
20,MemberOf,category,717,OWASP Top Ten 2007 Category A6 - Information Leakage and Improper Error Handling,2,200
21,MemberOf,category,963,SFP Secondary Cluster: Exposed Data,2,200
22,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,2,200
23,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,2,200
24,MemberOf,category,1345,OWASP Top Ten 2021 Category A01:2021 - Broken Access Control,2,200
25,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,2,200
26,MemberOf,category,1417,Comprehensive Categorization: Sensitive Information Exposure,2,200
27,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,2,200
28,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,2,200
29,MemberOf,category,1436,OWASP Top Ten 2025 Category A01:2025 - Broken Access Control,2,200
30,Self,class,200,,2,200
0,ChildOf,pillar,691,Insufficient Control Flow Management,2,670
1,ParentOf,base,480,Use of Incorrect Operator,2,670
2,ParentOf,base,483,Incorrect Block Delimitation,2,670
3,ParentOf,base,484,Omitted Break Statement in Switch,2,670
4,ParentOf,base,698,Execution After Redirect (EAR),2,670
5,ParentOf,base,783,Operator Precedence Logic Error,2,670
6,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,2,670
7,ParentOf,base,617,Reachable Assertion,2,670
8,MemberOf,category,977,SFP Secondary Cluster: Design,2,670
9,MemberOf,category,1410,Comprehensive Categorization: Insufficient Control Flow Management,2,670
10,Self,class,670,,2,670
0,ChildOf,pillar,707,Improper Neutralization,4,74
1,ParentOf,class,75,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),4,74
2,ParentOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),4,74
3,ParentOf,base,79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),4,74
4,ParentOf,base,91,XML Injection (aka Blind XPath Injection),4,74
5,ParentOf,base,93,Improper Neutralization of CRLF Sequences ('CRLF Injection'),4,74
6,ParentOf,base,94,Improper Control of Generation of Code ('Code Injection'),4,74
7,ParentOf,class,99,Improper Control of Resource Identifiers ('Resource Injection'),4,74
8,ParentOf,class,943,Improper Neutralization of Special Elements in Data Query Logic,4,74
9,ParentOf,base,1236,Improper Neutralization of Formula Elements in a CSV File,4,74
10,CanFollow,class,20,Improper Input Validation,4,74
11,CanFollow,class,116,Improper Encoding or Escaping of Output,4,74
12,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,4,74
13,ParentOf,class,77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),4,74
14,ParentOf,base,78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),4,74
15,ParentOf,base,79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),4,74
16,ParentOf,base,88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),4,74
17,ParentOf,base,89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),4,74
18,ParentOf,base,91,XML Injection (aka Blind XPath Injection),4,74
19,ParentOf,base,94,Improper Control of Generation of Code ('Code Injection'),4,74
20,ParentOf,base,917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),4,74
21,ParentOf,base,1236,Improper Neutralization of Formula Elements in a CSV File,4,74
22,MemberOf,category,1019,Validate Inputs,4,74
23,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,4,74
24,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,4,74
25,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,4,74
26,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,4,74
27,MemberOf,category,1409,Comprehensive Categorization: Injection,4,74
28,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,4,74
29,Self,class,74,,4,74
0,ChildOf,class,943,Improper Neutralization of Special Elements in Data Query Logic,4,89
1,ParentOf,variant,564,SQL Injection: Hibernate,4,89
2,CanFollow,variant,456,Missing Initialization of a Variable,4,89
3,MemberOf,category,137,Data Neutralization Issues,4,89
4,ChildOf,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),4,89
5,MemberOf,category,1019,Validate Inputs,4,89
6,ParentOf,variant,564,SQL Injection: Hibernate,4,89
7,ParentOf,variant,564,SQL Injection: Hibernate,4,89
8,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,4,89
9,MemberOf,category,713,OWASP Top Ten 2007 Category A2 - Injection Flaws,4,89
10,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,4,89
11,MemberOf,category,727,OWASP Top Ten 2004 Category A6 - Injection Flaws,4,89
12,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,4,89
13,MemberOf,category,801,2010 Top 25 - Insecure Interaction Between Components,4,89
14,MemberOf,category,810,OWASP Top Ten 2010 Category A1 - Injection,4,89
15,MemberOf,category,864,2011 Top 25 - Insecure Interaction Between Components,4,89
16,MemberOf,view,884,CWE Cross-section,4,89
17,MemberOf,category,929,OWASP Top Ten 2013 Category A1 - Injection,4,89
18,MemberOf,category,990,SFP Secondary Cluster: Tainted Input to Command,4,89
19,MemberOf,category,1005,7PK - Input Validation and Representation,4,89
20,MemberOf,category,1027,OWASP Top Ten 2017 Category A1 - Injection,4,89
21,MemberOf,category,1131,CISQ Quality Measures (2016) - Security,4,89
22,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,4,89
23,MemberOf,category,1308,CISQ Quality Measures - Security,4,89
24,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,4,89
25,MemberOf,view,1340,CISQ Data Protection Measures,4,89
26,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,4,89
27,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,4,89
28,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,4,89
29,MemberOf,category,1409,Comprehensive Categorization: Injection,4,89
30,MemberOf,view,1425,Weaknesses in the 2023 CWE Top 25 Most Dangerous Software Weaknesses,4,89
31,MemberOf,view,1430,Weaknesses in the 2024 CWE Top 25 Most Dangerous Software Weaknesses,4,89
32,MemberOf,view,1435,Weaknesses in the 2025 CWE Top 25 Most Dangerous Software Weaknesses,4,89
33,MemberOf,category,1440,OWASP Top Ten 2025 Category A05:2025 - Injection,4,89
34,Self,base,89,,4,89
0,ChildOf,class,1391,Use of Weak Credentials,4,521
1,ParentOf,variant,258,Empty Password in Configuration File,4,521
2,MemberOf,category,255,Credentials Management Errors,4,521
3,ChildOf,class,287,Improper Authentication,4,521
4,MemberOf,category,1010,Authenticate Actors,4,521
5,MemberOf,category,724,OWASP Top Ten 2004 Category A3 - Broken Authentication and Session Management,4,521
6,MemberOf,view,884,CWE Cross-section,4,521
7,MemberOf,category,951,SFP Secondary Cluster: Insecure Authentication Policy,4,521
8,MemberOf,category,1353,OWASP Top Ten 2021 Category A07:2021 - Identification and Authentication Failures,4,521
9,MemberOf,category,1396,Comprehensive Categorization: Access Control,4,521
10,MemberOf,category,1442,OWASP Top Ten 2025 Category A07:2025 - Authentication Failures,4,521
11,Self,base,521,,4,521
0,ChildOf,class,118,Incorrect Access of Indexable Resource ('Range Error'),42,119
1,ParentOf,base,125,Out-of-bounds Read,42,119
2,ParentOf,base,466,Return of Pointer Value Outside of Expected Range,42,119
3,ParentOf,base,786,Access of Memory Location Before Start of Buffer,42,119
4,ParentOf,base,787,Out-of-bounds Write,42,119
5,ParentOf,base,788,Access of Memory Location After End of Buffer,42,119
6,ParentOf,base,805,Buffer Access with Incorrect Length Value,42,119
7,ParentOf,base,822,Untrusted Pointer Dereference,42,119
