,number,state,url,html_url,created_at,updated_at,dismissed_at,dismissed_by,dismissed_reason,dismissed_comment,fixed_at,auto_dismissed_at,dependency.package.ecosystem,dependency.package.name,dependency.manifest_path,dependency.scope,security_advisory.ghsa_id,security_advisory.cve_id,security_advisory.summary,security_advisory.description,security_advisory.severity,security_advisory.identifiers,security_advisory.references,security_advisory.published_at,security_advisory.updated_at,security_advisory.withdrawn_at,security_advisory.vulnerabilities,security_advisory.cvss.vector_string,security_advisory.cvss.score,security_advisory.cwes,security_vulnerability.package.ecosystem,security_vulnerability.package.name,security_vulnerability.severity,security_vulnerability.vulnerable_version_range,security_vulnerability.first_patched_version,security_vulnerability.first_patched_version.identifier,repo_name
4,5,open,https://api.github.com/repos/fcas/pix2pix-keras/dependabot/alerts/5,https://github.com/fcas/pix2pix-keras/security/dependabot/5,2024-05-24T01:33:52Z,2024-05-24T01:33:52Z,,,,,,,pip,numpy,requirements.txt,runtime,GHSA-frgw-fgh6-9g52,CVE-2017-12852,Numpy missing input validation,"The numpy.pad function in Numpy 1.13.1 and older versions is missing input validation. An empty list or ndarray will stick into an infinite loop, which can allow attackers to cause a DoS attack.",high,"[{'value': 'GHSA-frgw-fgh6-9g52', 'type': 'GHSA'}, {'value': 'CVE-2017-12852', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2017-12852'}, {'url': 'https://github.com/numpy/numpy/issues/9560#issuecomment-322395292'}, {'url': 'https://github.com/BT123/testcasesForMyRequest/tree/master/CVE-2017-12852'}, {'url': 'https://github.com/numpy/numpy/releases/tag/v1.13.3'}, {'url': 'https://github.com/advisories/GHSA-frgw-fgh6-9g52'}, {'url': 'https://github.com/pypa/advisory-database/tree/main/vulns/numpy/PYSEC-2017-1.yaml'}]",2022-05-13T01:42:46Z,2023-01-27T05:07:54Z,,"[{'package': {'ecosystem': 'pip', 'name': 'numpy'}, 'severity': 'high', 'vulnerable_version_range': '< 1.13.3', 'first_patched_version': {'identifier': '1.13.3'}}]",CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,7.5,"[{'cwe_id': 'CWE-835', 'name': ""Loop with Unreachable Exit Condition ('Infinite Loop')""}]",pip,numpy,high,< 1.13.3,,1.13.3,pix2pix-keras
5,4,open,https://api.github.com/repos/fcas/pix2pix-keras/dependabot/alerts/4,https://github.com/fcas/pix2pix-keras/security/dependabot/4,2024-05-24T01:33:52Z,2024-05-24T01:33:52Z,,,,,,,pip,numpy,requirements.txt,runtime,GHSA-6p56-wp2h-9hxr,CVE-2021-33430,NumPy Buffer Overflow (Disputed),"A Buffer Overflow vulnerability exists in NumPy 1.9.x in the PyArray_NewFromDescr_int function of ctors.c when specifying arrays of large dimensions (over 32) from Python code, which could let a malicious user cause a Denial of Service.

NOTE: The vendor does not agree this is a vulnerability; In (very limited) circumstances a user may be able provoke the buffer overflow, the user is most likely already privileged to at least provoke denial of service by exhausting memory. Triggering this further requires the use of uncommon API (complicated structured dtypes), which is very unlikely to be available to an unprivileged user.",medium,"[{'value': 'GHSA-6p56-wp2h-9hxr', 'type': 'GHSA'}, {'value': 'CVE-2021-33430', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2021-33430'}, {'url': 'https://github.com/numpy/numpy/issues/18939'}, {'url': 'https://github.com/numpy/numpy/commit/ae317fd9ff3e79c0eac357d723bfc29cbd625f2e'}, {'url': 'https://github.com/advisories/GHSA-6p56-wp2h-9hxr'}]",2022-01-07T00:09:39Z,2024-01-11T21:28:19Z,,"[{'package': {'ecosystem': 'pip', 'name': 'numpy'}, 'severity': 'medium', 'vulnerable_version_range': '>= 1.9.0, < 1.21', 'first_patched_version': {'identifier': '1.21'}}]",CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,5.3,"[{'cwe_id': 'CWE-120', 'name': ""Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')""}]",pip,numpy,medium,">= 1.9.0, < 1.21",,1.21,pix2pix-keras
6,3,open,https://api.github.com/repos/fcas/pix2pix-keras/dependabot/alerts/3,https://github.com/fcas/pix2pix-keras/security/dependabot/3,2024-05-24T01:33:52Z,2024-05-24T01:33:52Z,,,,,,,pip,pyyaml,requirements.txt,runtime,GHSA-rprw-h62v-c2w7,CVE-2017-18342,PyYAML insecurely deserializes YAML strings leading to arbitrary code execution,"In PyYAML before 4.1, the `yaml.load()` API could execute arbitrary code. In other words, `yaml.safe_load` is not used.",critical,"[{'value': 'GHSA-rprw-h62v-c2w7', 'type': 'GHSA'}, {'value': 'CVE-2017-18342', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2017-18342'}, {'url': 'https://github.com/marshmallow-code/apispec/issues/278'}, {'url': 'https://github.com/yaml/pyyaml/issues/193'}, {'url': 'https://github.com/yaml/pyyaml/pull/74'}, {'url': 'https://github.com/yaml/pyyaml/blob/master/CHANGES'}, {'url': 'https://github.com/yaml/pyyaml/wiki/PyYAML-yaml.load(input)-Deprecation'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/JEX7IPV5P2QJITAMA5Z63GQCZA5I6NVZ/'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/KSQQMRUQSXBSUXLCRD3TSZYQ7SEZRKCE/'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/M6JCFGEIEOFMWWIXGHSELMKQDD4CV2BA/'}, {'url': 'https://security.gentoo.org/glsa/202003-45'}, {'url': 'https://github.com/yaml/pyyaml/commit/7b68405c81db889f83c32846462b238ccae5be80'}, {'url': 'https://github.com/advisories/GHSA-rprw-h62v-c2w7'}]",2019-01-04T17:45:26Z,2023-09-05T17:58:47Z,,"[{'package': {'ecosystem': 'pip', 'name': 'pyyaml'}, 'severity': 'critical', 'vulnerable_version_range': '< 4.1', 'first_patched_version': {'identifier': '4.1'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,"[{'cwe_id': 'CWE-502', 'name': 'Deserialization of Untrusted Data'}]",pip,pyyaml,critical,< 4.1,,4.1,pix2pix-keras
7,2,open,https://api.github.com/repos/fcas/pix2pix-keras/dependabot/alerts/2,https://github.com/fcas/pix2pix-keras/security/dependabot/2,2024-05-24T01:33:52Z,2024-05-24T01:33:52Z,,,,,,,pip,pyyaml,requirements.txt,runtime,GHSA-6757-jp84-gxfx,CVE-2020-1747,Improper Input Validation in PyYAML,"A vulnerability was discovered in the PyYAML library in versions before 5.3.1, where it is susceptible to arbitrary code execution when it processes untrusted YAML files through the full_load method or with the FullLoader loader. Applications that use the library to process untrusted input may be vulnerable to this flaw. An attacker could use this flaw to execute arbitrary code on the system by abusing the python/object/new constructor.",critical,"[{'value': 'GHSA-6757-jp84-gxfx', 'type': 'GHSA'}, {'value': 'CVE-2020-1747', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-1747'}, {'url': 'https://github.com/yaml/pyyaml/pull/386'}, {'url': 'https://bugzilla.redhat.com/show_bug.cgi?id=CVE-2020-1747'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/7PPAS6C4SZRDQLR7C22A5U3QOLXY33JX/'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/K5HEPD7LEVDPCITY5IMDYWXUMX37VFMY/'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MMQXSZXNJT6ERABJZAAICI3DQSQLCP3D/'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/WORRFHPQVAFKKXXWLSSW6XKUYLWM6CSH/'}, {'url': 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ZBJA3SGNJKCAYPSHOHWY3KBCWNM5NYK2/'}, {'url': 'http://lists.opensuse.org/opensuse-security-announce/2020-04/msg00017.html'}, {'url': 'http://lists.opensuse.org/opensuse-security-announce/2020-05/msg00017.html'}, {'url': 'https://www.oracle.com/security-alerts/cpujul2022.html'}, {'url': 'https://github.com/yaml/pyyaml/commit/5080ba513377b6355a0502104846ee804656f1e0'}, {'url': 'https://github.com/advisories/GHSA-6757-jp84-gxfx'}]",2021-04-20T16:14:24Z,2023-08-25T00:08:24Z,,"[{'package': {'ecosystem': 'pip', 'name': 'pyyaml'}, 'severity': 'critical', 'vulnerable_version_range': '< 5.3.1', 'first_patched_version': {'identifier': '5.3.1'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,"[{'cwe_id': 'CWE-20', 'name': 'Improper Input Validation'}]",pip,pyyaml,critical,< 5.3.1,,5.3.1,pix2pix-keras
8,1,open,https://api.github.com/repos/fcas/pix2pix-keras/dependabot/alerts/1,https://github.com/fcas/pix2pix-keras/security/dependabot/1,2024-05-24T01:33:51Z,2024-05-24T01:33:51Z,,,,,,,pip,PyYAML,requirements.txt,runtime,GHSA-8q59-q68h-6hv4,CVE-2020-14343,Improper Input Validation in PyYAML,"A vulnerability was discovered in the PyYAML library in versions before 5.4, where it is susceptible to arbitrary code execution when it processes untrusted YAML files through the full_load method or with the FullLoader loader. Applications that use the library to process untrusted input may be vulnerable to this flaw. This flaw allows an attacker to execute arbitrary code on the system by abusing the python/object/new constructor. This flaw is due to an incomplete fix for CVE-2020-1747.",critical,"[{'value': 'GHSA-8q59-q68h-6hv4', 'type': 'GHSA'}, {'value': 'CVE-2020-14343', 'type': 'CVE'}]","[{'url': 'https://nvd.nist.gov/vuln/detail/CVE-2020-14343'}, {'url': 'https://github.com/yaml/pyyaml/commit/a001f2782501ad2d24986959f0239a354675f9dc'}, {'url': 'https://bugzilla.redhat.com/show_bug.cgi?id=1860466'}, {'url': 'https://pypi.org/project/PyYAML/'}, {'url': 'https://github.com/yaml/pyyaml/issues/420#issuecomment-663673966'}, {'url': 'https://www.oracle.com/security-alerts/cpuapr2022.html'}, {'url': 'https://www.oracle.com/security-alerts/cpujul2022.html'}, {'url': 'https://github.com/SeldonIO/seldon-core/issues/2252'}, {'url': 'https://github.com/yaml/pyyaml/issues/420'}, {'url': 'https://github.com/advisories/GHSA-8q59-q68h-6hv4'}]",2021-03-25T21:26:26Z,2023-08-23T23:02:02Z,,"[{'package': {'ecosystem': 'pip', 'name': 'PyYAML'}, 'severity': 'critical', 'vulnerable_version_range': '< 5.4', 'first_patched_version': {'identifier': '5.4'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,"[{'cwe_id': 'CWE-20', 'name': 'Improper Input Validation'}]",pip,PyYAML,critical,< 5.4,,5.4,pix2pix-keras
0,5,open,https://api.github.com/repos/fcas/pytorch/dependabot/alerts/5,https://github.com/fcas/pytorch/security/dependabot/5,2024-05-21T08:35:42Z,2024-05-21T08:35:42Z,,,,,,,pip,requests,tools/build/bazel/requirements.txt,runtime,GHSA-9wx4-h78v-vm56,CVE-2024-35195,Requests `Session` object does not verify requests after making first request with verify=False,"When making requests through a Requests `Session`, if the first request is made with `verify=False` to disable cert verification, all subsequent requests to the same origin will continue to ignore cert verification regardless of changes to the value of `verify`. This behavior will continue for the lifecycle of the connection in the connection pool.

### Remediation
Any of these options can be used to remediate the current issue, we highly recommend upgrading as the preferred mitigation.

* Upgrade to `requests>=2.32.0`.
* For `requests<2.32.0`, avoid setting `verify=False` for the first request to a host while using a Requests Session.
* For `requests<2.32.0`, call `close()` on `Session` objects to clear existing connections if `verify=False` is used.

### Related Links
* https://github.com/psf/requests/pull/6655",medium,"[{'value': 'GHSA-9wx4-h78v-vm56', 'type': 'GHSA'}, {'value': 'CVE-2024-35195', 'type': 'CVE'}]","[{'url': 'https://github.com/psf/requests/security/advisories/GHSA-9wx4-h78v-vm56'}, {'url': 'https://github.com/psf/requests/pull/6655'}, {'url': 'https://github.com/psf/requests/commit/a58d7f2ffb4d00b46dca2d70a3932a0b37e22fac'}, {'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-35195'}, {'url': 'https://github.com/advisories/GHSA-9wx4-h78v-vm56'}]",2024-05-20T20:15:00Z,2024-05-20T22:07:29Z,,"[{'package': {'ecosystem': 'pip', 'name': 'requests'}, 'severity': 'medium', 'vulnerable_version_range': '< 2.32.0', 'first_patched_version': {'identifier': '2.32.0'}}]",CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:N,5.6,"[{'cwe_id': 'CWE-670', 'name': 'Always-Incorrect Control Flow Implementation'}]",pip,requests,medium,< 2.32.0,,2.32.0,pytorch
1,4,open,https://api.github.com/repos/fcas/pytorch/dependabot/alerts/4,https://github.com/fcas/pytorch/security/dependabot/4,2024-05-21T08:35:42Z,2024-05-21T08:35:42Z,,,,,,,pip,requests,.github/requirements/conda-env-iOS.txt,runtime,GHSA-9wx4-h78v-vm56,CVE-2024-35195,Requests `Session` object does not verify requests after making first request with verify=False,"When making requests through a Requests `Session`, if the first request is made with `verify=False` to disable cert verification, all subsequent requests to the same origin will continue to ignore cert verification regardless of changes to the value of `verify`. This behavior will continue for the lifecycle of the connection in the connection pool.

### Remediation
Any of these options can be used to remediate the current issue, we highly recommend upgrading as the preferred mitigation.

* Upgrade to `requests>=2.32.0`.
* For `requests<2.32.0`, avoid setting `verify=False` for the first request to a host while using a Requests Session.
* For `requests<2.32.0`, call `close()` on `Session` objects to clear existing connections if `verify=False` is used.

### Related Links
* https://github.com/psf/requests/pull/6655",medium,"[{'value': 'GHSA-9wx4-h78v-vm56', 'type': 'GHSA'}, {'value': 'CVE-2024-35195', 'type': 'CVE'}]","[{'url': 'https://github.com/psf/requests/security/advisories/GHSA-9wx4-h78v-vm56'}, {'url': 'https://github.com/psf/requests/pull/6655'}, {'url': 'https://github.com/psf/requests/commit/a58d7f2ffb4d00b46dca2d70a3932a0b37e22fac'}, {'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-35195'}, {'url': 'https://github.com/advisories/GHSA-9wx4-h78v-vm56'}]",2024-05-20T20:15:00Z,2024-05-20T22:07:29Z,,"[{'package': {'ecosystem': 'pip', 'name': 'requests'}, 'severity': 'medium', 'vulnerable_version_range': '< 2.32.0', 'first_patched_version': {'identifier': '2.32.0'}}]",CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:N,5.6,"[{'cwe_id': 'CWE-670', 'name': 'Always-Incorrect Control Flow Implementation'}]",pip,requests,medium,< 2.32.0,,2.32.0,pytorch
2,3,open,https://api.github.com/repos/fcas/pytorch/dependabot/alerts/3,https://github.com/fcas/pytorch/security/dependabot/3,2024-05-21T08:35:41Z,2024-05-21T08:35:41Z,,,,,,,pip,requests,.github/requirements/conda-env-Linux-X64.txt,runtime,GHSA-9wx4-h78v-vm56,CVE-2024-35195,Requests `Session` object does not verify requests after making first request with verify=False,"When making requests through a Requests `Session`, if the first request is made with `verify=False` to disable cert verification, all subsequent requests to the same origin will continue to ignore cert verification regardless of changes to the value of `verify`. This behavior will continue for the lifecycle of the connection in the connection pool.

### Remediation
Any of these options can be used to remediate the current issue, we highly recommend upgrading as the preferred mitigation.

* Upgrade to `requests>=2.32.0`.
* For `requests<2.32.0`, avoid setting `verify=False` for the first request to a host while using a Requests Session.
* For `requests<2.32.0`, call `close()` on `Session` objects to clear existing connections if `verify=False` is used.

### Related Links
* https://github.com/psf/requests/pull/6655",medium,"[{'value': 'GHSA-9wx4-h78v-vm56', 'type': 'GHSA'}, {'value': 'CVE-2024-35195', 'type': 'CVE'}]","[{'url': 'https://github.com/psf/requests/security/advisories/GHSA-9wx4-h78v-vm56'}, {'url': 'https://github.com/psf/requests/pull/6655'}, {'url': 'https://github.com/psf/requests/commit/a58d7f2ffb4d00b46dca2d70a3932a0b37e22fac'}, {'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-35195'}, {'url': 'https://github.com/advisories/GHSA-9wx4-h78v-vm56'}]",2024-05-20T20:15:00Z,2024-05-20T22:07:29Z,,"[{'package': {'ecosystem': 'pip', 'name': 'requests'}, 'severity': 'medium', 'vulnerable_version_range': '< 2.32.0', 'first_patched_version': {'identifier': '2.32.0'}}]",CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:N,5.6,"[{'cwe_id': 'CWE-670', 'name': 'Always-Incorrect Control Flow Implementation'}]",pip,requests,medium,< 2.32.0,,2.32.0,pytorch
3,2,open,https://api.github.com/repos/fcas/pytorch/dependabot/alerts/2,https://github.com/fcas/pytorch/security/dependabot/2,2024-05-21T08:35:41Z,2024-05-21T08:35:41Z,,,,,,,pip,requests,.github/requirements-gha-cache.txt,runtime,GHSA-9wx4-h78v-vm56,CVE-2024-35195,Requests `Session` object does not verify requests after making first request with verify=False,"When making requests through a Requests `Session`, if the first request is made with `verify=False` to disable cert verification, all subsequent requests to the same origin will continue to ignore cert verification regardless of changes to the value of `verify`. This behavior will continue for the lifecycle of the connection in the connection pool.

### Remediation
Any of these options can be used to remediate the current issue, we highly recommend upgrading as the preferred mitigation.

* Upgrade to `requests>=2.32.0`.
* For `requests<2.32.0`, avoid setting `verify=False` for the first request to a host while using a Requests Session.
* For `requests<2.32.0`, call `close()` on `Session` objects to clear existing connections if `verify=False` is used.

### Related Links
* https://github.com/psf/requests/pull/6655",medium,"[{'value': 'GHSA-9wx4-h78v-vm56', 'type': 'GHSA'}, {'value': 'CVE-2024-35195', 'type': 'CVE'}]","[{'url': 'https://github.com/psf/requests/security/advisories/GHSA-9wx4-h78v-vm56'}, {'url': 'https://github.com/psf/requests/pull/6655'}, {'url': 'https://github.com/psf/requests/commit/a58d7f2ffb4d00b46dca2d70a3932a0b37e22fac'}, {'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-35195'}, {'url': 'https://github.com/advisories/GHSA-9wx4-h78v-vm56'}]",2024-05-20T20:15:00Z,2024-05-20T22:07:29Z,,"[{'package': {'ecosystem': 'pip', 'name': 'requests'}, 'severity': 'medium', 'vulnerable_version_range': '< 2.32.0', 'first_patched_version': {'identifier': '2.32.0'}}]",CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:N,5.6,"[{'cwe_id': 'CWE-670', 'name': 'Always-Incorrect Control Flow Implementation'}]",pip,requests,medium,< 2.32.0,,2.32.0,pytorch
4,1,open,https://api.github.com/repos/fcas/pytorch/dependabot/alerts/1,https://github.com/fcas/pytorch/security/dependabot/1,2024-05-16T21:05:54Z,2024-05-16T21:05:54Z,,,,,,,rubygems,rexml,ios/TestApp/Gemfile.lock,runtime,GHSA-vg3r-rm7w-2xgh,CVE-2024-35176,REXML contains a denial of service vulnerability,"### Impact

The REXML gem before 3.2.6 has a DoS vulnerability when it parses an XML that has many `<`s in an attribute value.

If you need to parse untrusted XMLs, you many be impacted to this vulnerability.

### Patches

The REXML gem 3.2.7 or later include the patch to fix this vulnerability.

### Workarounds

Don't parse untrusted XMLs.

### References

* https://www.ruby-lang.org/en/news/2024/05/16/dos-rexml-cve-2024-35176/",medium,"[{'value': 'GHSA-vg3r-rm7w-2xgh', 'type': 'GHSA'}, {'value': 'CVE-2024-35176', 'type': 'CVE'}]","[{'url': 'https://github.com/ruby/rexml/security/advisories/GHSA-vg3r-rm7w-2xgh'}, {'url': 'https://github.com/ruby/rexml/commit/4325835f92f3f142ebd91a3fdba4e1f1ab7f1cfb'}, {'url': 'https://www.ruby-lang.org/en/news/2024/05/16/dos-rexml-cve-2024-35176'}, {'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-35176'}, {'url': 'https://github.com/advisories/GHSA-vg3r-rm7w-2xgh'}]",2024-05-16T17:44:04Z,2024-05-16T19:05:52Z,,"[{'package': {'ecosystem': 'rubygems', 'name': 'rexml'}, 'severity': 'medium', 'vulnerable_version_range': '< 3.2.7', 'first_patched_version': {'identifier': '3.2.7'}}]",CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,5.3,"[{'cwe_id': 'CWE-400', 'name': 'Uncontrolled Resource Consumption'}]",rubygems,rexml,medium,< 3.2.7,,3.2.7,pytorch
0,1,open,https://api.github.com/repos/fcas/frouros/dependabot/alerts/1,https://github.com/fcas/frouros/security/dependabot/1,2024-05-24T01:34:11Z,2024-05-24T01:34:11Z,,,,,,,pip,requests,pyproject.toml,runtime,GHSA-9wx4-h78v-vm56,CVE-2024-35195,Requests `Session` object does not verify requests after making first request with verify=False,"When making requests through a Requests `Session`, if the first request is made with `verify=False` to disable cert verification, all subsequent requests to the same origin will continue to ignore cert verification regardless of changes to the value of `verify`. This behavior will continue for the lifecycle of the connection in the connection pool.

### Remediation
Any of these options can be used to remediate the current issue, we highly recommend upgrading as the preferred mitigation.

* Upgrade to `requests>=2.32.0`.
* For `requests<2.32.0`, avoid setting `verify=False` for the first request to a host while using a Requests Session.
* For `requests<2.32.0`, call `close()` on `Session` objects to clear existing connections if `verify=False` is used.

### Related Links
* https://github.com/psf/requests/pull/6655",medium,"[{'value': 'GHSA-9wx4-h78v-vm56', 'type': 'GHSA'}, {'value': 'CVE-2024-35195', 'type': 'CVE'}]","[{'url': 'https://github.com/psf/requests/security/advisories/GHSA-9wx4-h78v-vm56'}, {'url': 'https://github.com/psf/requests/pull/6655'}, {'url': 'https://github.com/psf/requests/commit/a58d7f2ffb4d00b46dca2d70a3932a0b37e22fac'}, {'url': 'https://nvd.nist.gov/vuln/detail/CVE-2024-35195'}, {'url': 'https://github.com/advisories/GHSA-9wx4-h78v-vm56'}]",2024-05-20T20:15:00Z,2024-05-20T22:07:29Z,,"[{'package': {'ecosystem': 'pip', 'name': 'requests'}, 'severity': 'medium', 'vulnerable_version_range': '< 2.32.0', 'first_patched_version': {'identifier': '2.32.0'}}]",CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:N,5.6,"[{'cwe_id': 'CWE-670', 'name': 'Always-Incorrect Control Flow Implementation'}]",pip,requests,medium,< 2.32.0,,2.32.0,frouros
